"user","art","auxv","conj","adv","ipron","ppron","prep","quant"
"SoxBot",0.5,1.5,0,0,1,0.5,0.5,0
"Soxred93",1,1,0,0,0,3,2,0
"Soxrock",1.83333333333333,2.5,1.33333333333333,0.833333333333333,1.5,2.83333333333333,3.83333333333333,1
"Soxrock24",1,1,0.5,2,1.5,2,0,0
"Soxwon",2,3.41176470588235,2.26470588235294,1.67647058823529,2.02941176470588,3.14705882352941,4.97058823529412,1.14705882352941
"Soy Rebelde",0.5,0,0,0.5,0,0.5,0,0.5
"Sozlati",8,5,3,5,5,7,10,4
"Sp33dyphil",2.94444444444444,3.07407407407407,2.40740740740741,1.74074074074074,1.96296296296296,5.07407407407407,5.05555555555556,1.2962962962963
"SpComb",7,3,6,3,4,1,9,5
"SpLoT",0.333333333333333,2,1,1,0.666666666666667,1.66666666666667,3,0.666666666666667
"Space Cadet",1.33333333333333,1.55555555555556,2.55555555555556,2,1.33333333333333,3.11111111111111,2.77777777777778,0.888888888888889
"Space Commander Plasma",0,2,0,0,0,2,0,0
"SpaceChimp1992",2.5,5.5,3,3.5,4,5.5,8,4
"Spaceman7Spiff",3.5,2.5,2,1.5,2,2,4.5,1
"SpacemanSpiff",3.30555555555556,3.88888888888889,3.33333333333333,1.94444444444444,3.44444444444444,3.80555555555556,6.16666666666667,1.80555555555556
"Spacepotato",0,0,0,0,0,0,0,0
"Spacini",5.8,5,3.55,2.55,3.4,5.4,9.45,1.55
"Spada2",0,0,0,1,1,2,2,0
"Spalds",6,5,3.5,3,6,4.5,9,4.5
"Spamguy",2,3,3,0,0,3,5,3
"Spamwatch",2,5,2,1,5,3,3,0
"Spangineer",3,3.5,2.9,1.6,2.8,3.7,5.6,1.4
"Spanglej",3.78571428571429,4.46428571428571,2.96428571428571,1.67857142857143,3.32142857142857,4,6.60714285714286,2.03571428571429
"Spanked",4,2,9,3,1,7,11,1
"Spanneraol",3,4,2.25,1.75,1,2.75,3.5,1
"Sparafucil",1,0,2,1,4,1,2,0
"Sparkhead",5,4.16666666666667,2.83333333333333,3.5,3.16666666666667,5.33333333333333,7.33333333333333,0.833333333333333
"Sparkit",2.4,2.4,1.6,2.2,1.8,2.4,4.4,2
"Sparklecplenty",4.5,3,1.5,0.5,4,2,5,2.5
"Sparklegg",1.5,1,0.5,2.5,0.5,1,3,0.5
"Sparklism",0,2,0,0,1,2,2,1
"Sparks Fly",1,7,5,9,7,8,6,5
"Sparky the Seventh Chaos",1,1.5,1,0.5,0.5,1,2,0.5
"Sparkygravity",3,2.5,2,2,0.5,6,6.5,1
"Sparrowman980",2.5,4.5,1.5,2,1.5,5.5,4.5,2.5
"Spartan-James",0.5,0.5,0,0,0.5,0.5,1,0
"Spartaz",3.26666666666667,4.83333333333333,2.8,1.7,3.23333333333333,4.4,6.2,0.8
"Spastic on elastic",6,6,7,5,8,4,10,2
"Spate's Catalog",4,3,8,4,5,6,7,3
"Spathi",5,3,1,1,2,3,6,5
"Spawn Man",2.47368421052632,3.63157894736842,2.10526315789474,2.57894736842105,2.15789473684211,5,5.10526315789474,1.26315789473684
"SpeakFree",2,2.8,1.5,1.9,1.7,2.3,3.8,0.8
"Spebi",2.75,1.5,1.25,1.5,1.75,1,4,2
"SpecMode",2,1,0,2,0,3,6,1
"Special Cases",6,2,1,1,0,1,5,0
"Special-T",1.35714285714286,2.64285714285714,2.21428571428571,2.35714285714286,2.85714285714286,2.92857142857143,5.28571428571429,1.57142857142857
"SpecialAgentUncleTito",0,1,2,1,2,1,1,0
"SpecialKCL66",2,6,2,0,6,6,5,0
"SpecialSylvia",1,4,1,1,1,4,3,1
"SpecialWindler",0.5,0.5,1,0.5,0.5,0.5,2,0
"Specialagent777",7,3,1,2,8,8,15,1
"Specialbrad",0,0,0,0,0,0,0,0
"Speciate",3.55555555555556,3.55555555555556,1.5,1.22222222222222,2.16666666666667,1.44444444444444,4.22222222222222,0.944444444444444
"Speednat",2.25,4.25,2.75,1.75,2.75,4.5,6.25,1.5
"SpeedyGonsales",0.4,1.4,2.2,0.8,1.2,4.8,4.2,1.2
"Spellcast",2.30434782608696,2.08695652173913,1.56521739130435,1.15217391304348,1.91304347826087,2.52173913043478,2.80434782608696,0.934782608695652
"Spencer",1.63636363636364,1.27272727272727,1.72727272727273,1.18181818181818,0.545454545454545,2,3.09090909090909,0.636363636363636
"Spencer195",2.07692307692308,2.69230769230769,1.38461538461538,1.15384615384615,2.46153846153846,2.38461538461538,4.07692307692308,1
"Spencerk",3,1,1,0,1,3,1,2
"Sperril",9,14,9,7,8,14,19,4
"Spespatriae",8,8,5,4,3,0,14,4
"Speysider",0,5,2,0,2,5,1,0
"Spheniscus",4,4,2,3,5,5,9,1
"Sphilbrick",3.72727272727273,4.42207792207792,3.20779220779221,1.98701298701299,3.16233766233766,4.72727272727273,5.55844155844156,1.61038961038961
"Spiceitup08",2,0,0,2,0,1,3,0
"Spidern",5.33333333333333,7.5,4.5,3.16666666666667,6.5,7.5,11.6666666666667,2.5
"Spiderone",2,3,1,1.5,0.5,1,2.5,0
"Spiderr",1,3,1,0,1,1,1,2
"Spidey104",3,4,2.8,2.6,1.6,6.4,7.4,1.2
"SpigotMap",6,4,7,3,4,6,9,2
"Spike Wilbury",2.125,3.625,2.125,1.75,3,2.5,4.375,1.875
"SpikeJones",5.16666666666667,4.83333333333333,3.16666666666667,1.33333333333333,5.16666666666667,4.66666666666667,11,2.66666666666667
"SpikeToronto",3.86363636363636,6.13636363636364,3.63636363636364,3.63636363636364,5.04545454545455,5.77272727272727,8.45454545454546,2.09090909090909
"Spike_Wilbury",3.33333333333333,2,2.66666666666667,1.33333333333333,2.33333333333333,2,5,0.666666666666667
"Spikebrennan",6.5,5.5,2.5,2,6,3.5,11,4.5
"Spikydan1",2,7,5,2,4,8,7,1
"Spinach Monster",1.75,4.25,3,1.75,3.5,4.75,5.25,0.75
"Spinachmaster",0,2,1,0,3,5,4,1
"Spinality",7,10,6,6.5,10,6.5,11.5,2
"Spinboy",3,3,1.5,0.5,4.5,2,4,1.5
"Spinningspark",4.37931034482759,5.6551724137931,2.63793103448276,2.24137931034483,3.06896551724138,3.51724137931034,6.63793103448276,1.60344827586207
"Spireguy",9,4,1,0,1,0,7,4
"Spitfire",2.65116279069767,3,2.11627906976744,1.95348837209302,2.06976744186047,2.67441860465116,4.62790697674419,1.18604651162791
"Splamo",1.5,1,0,0,1.5,1.5,3.5,1
"Splarka",0,0,0,1,1,0,1,0
"Splash",3.85714285714286,4.61728395061728,3.12874779541446,2.81481481481481,3.57495590828924,3.94356261022928,6.60670194003527,1.75837742504409
"Splenda-luva",3,19,11,4,10,16,9,4
"Splette",1.4,1.8,0.8,1.6,1,2.6,2.4,0.4
"Splintax",4,3,1,0,1,4,5,2
"Sploggers",1,3,0,0,1,1,2,0
"Spm",2,4,4,6,3,6,7,3
"Spongefrog",0.5,2.5,1.5,1,2,2,2,1.5
"Spongie555",2.84615384615385,3.07692307692308,2.23076923076923,1.76923076923077,1.57692307692308,3.65384615384615,4.23076923076923,0.961538461538462
"Sporker",4,5,7,8,3,9,10,2
"SportWagon",3.66666666666667,1,0,0.666666666666667,2,1.33333333333333,4.66666666666667,0
"Sporti",4,3.5,3.5,3,2,1.5,6.5,1
"Sportingdata",0,0,0,0,0,0,0,0
"SportsAddicted",2.38461538461538,2.92307692307692,2.53846153846154,1.53846153846154,2.84615384615385,2.53846153846154,4.69230769230769,1.07692307692308
"SportsMasterESPN",2,4.5,2,1,0.5,5.5,3.5,1
"Sposer",6,6.5,3.5,1.5,4.5,6.5,6.5,0
"SpottedLeaf",0,1,0,0,1,1,3,1
"Spotty11222",0,0,0,1,0,0,1,1
"Spring12",3.5,2,2,4,3,2,5,1
"Springeragh",0.111111111111111,0.888888888888889,0.666666666666667,0.555555555555556,0.666666666666667,1.88888888888889,1.55555555555556,0.444444444444444
"Springnuts",1,0.333333333333333,0.333333333333333,0,0,0.666666666666667,1,0.333333333333333
"Spritebox",0,0,0,1,1,3,3,0
"Spshu",4,3,1,2,3,2,5,0
"Spudderly",1,4.5,4,2,2,4.5,2.5,1
"SpuriousQ",1.5,2.25,1.29166666666667,1.08333333333333,1.125,2.5,2.70833333333333,0.625
"Sputnikcccp",2,2.5,2,1.5,3,4,4,0.5
"Spy007au",0,3,1,1,0,3,4,0
"SpyMagician",4.6,8.2,7.4,4,5.6,9.2,13.4,3.2
"Spyder Monkey",0,0,0,0,0,0,0,0
"Spyder_Monkey",3.57894736842105,4.26315789473684,1.84210526315789,2.89473684210526,2.63157894736842,3.57894736842105,5.73684210526316,1.94736842105263
"Spylab",0,0,0,0,0,0,0,0
"SqlPac",2,2,1,2,0,1,3,3
"Squamate",0,0,0,0,0,1,0,0
"Squarrels",2,3,0,1,1,4,1,0
"Squash Racket",1.66666666666667,1.5,1,1,1.41666666666667,2.08333333333333,2.83333333333333,0.833333333333333
"Squashua",0,2,2.5,1.5,1.5,1.5,2,1
"SqueakBox",2.98181818181818,4.98181818181818,2.65454545454545,2.29090909090909,2.65454545454545,4.50909090909091,5.90909090909091,1.56363636363636
"Squiddy",2,4.5,4,3,1,4.5,6.5,1
"Squidonius",6,11,7,3,8,8,12,5
"Squilibob",9,3,4,1,3,0,10,1
"Squinnman",2,1,0,0,0,0,1,1
"Squirepants101",4.75,5.625,3.25,2,2.5,4.5,8.25,1.625
"Squishy Vic",3,3,4,2,2,3,3,0
"Sr13",2.5,1.5,0,0.5,1,1,2,0
"Sreed888",6,4,8,5,6,12,13,5
"Sreejithk2000",2.2,4,1.8,1.2,2.6,3,2.8,1
"SriMesh",6.5,5.77777777777778,4.33333333333333,4.16666666666667,2.94444444444444,3.94444444444444,8.33333333333333,3.05555555555556
"Srich32977",4.70588235294118,3.17647058823529,2.94117647058824,1.58823529411765,2,4.94117647058824,7.94117647058824,2.35294117647059
"Srikeit",2,2.33333333333333,0.5,1.83333333333333,1.5,2.83333333333333,3.33333333333333,0.5
"Srkris",0.5,1,0,0,0.5,0.5,2.5,0
"Srl",1,2,1.5,0,3.5,0.5,1,0
"Srleffler",4.63636363636364,4.81818181818182,3.59090909090909,2.77272727272727,3.40909090909091,2.40909090909091,8.13636363636364,2.04545454545455
"Srnec",4.58333333333333,7.25,5.33333333333333,3.41666666666667,3.91666666666667,6.08333333333333,9,2.41666666666667
"Srobak",5.875,8.25,5,3.5,5.375,5.875,15.75,4.625
"Srose",4.42857142857143,7.42857142857143,4.57142857142857,4.28571428571429,3.28571428571429,11.1428571428571,8,3.14285714285714
"Srosenow 98",5,3,3,1,2.5,4,8,0.5
"Sross (Public Policy)",2.5,2.5625,2.3125,1.4375,1,2.6875,4.75,1.3125
"Srushe",3.75,3.91666666666667,2.33333333333333,1.58333333333333,3.41666666666667,4.08333333333333,5.5,1.75
"Srwalden",1,11,5,1,3,6,8,2
"Ss06470",4,3,2,6,4,2,5,5
"Ssbohio",7.08333333333333,7,5.91666666666667,2.16666666666667,4.5,8.83333333333333,12.6666666666667,3
"Ssd",2.8,3.4,2.6,2.6,3.6,3,5,1.8
"Ssilvers",3.45454545454545,3.57575757575758,2.55555555555556,1.74747474747475,2.70707070707071,3.27272727272727,5.25252525252525,1.87878787878788
"Ssmercedes18",6,3,4,1,3,3,7,4
"Ssolbergj",5.71739130434783,4.15217391304348,2.65217391304348,1.89130434782609,2.69565217391304,2.23913043478261,6.43478260869565,1.93478260869565
"Ssp37097",11,12,7,6,10,8,23,2
"Sssoul",6.66666666666667,6.33333333333333,6,3,4.66666666666667,7,8.33333333333333,2
"Ssumkhu",6,7,2,0,3,6,6,0
"Sswonk",17.6,19.6666666666667,13.8,11.6,15.1333333333333,16.6666666666667,28.5333333333333,7
"Sszark",5,5,2,1,3,5,8,0
"St3vo",3.66666666666667,4,3,2,2.33333333333333,2.66666666666667,7.66666666666667,2
"StAkAr Karnak",2.5,3.5,2,1.5,1.16666666666667,3.33333333333333,5.16666666666667,2
"StAnselm",3,2.71428571428571,2,2,2.71428571428571,3.85714285714286,4.71428571428571,1.28571428571429
"StaNi 1",1,2,2,0,0,2,2,1
"StabiloBoss",2,1,1,0,2,1,0,0
"Stabinator",5,10,8,2,6,14,14,8
"Staecker",2.9304347826087,3.44347826086957,2.28695652173913,1.93913043478261,3.17391304347826,3.96521739130435,5.08695652173913,1.53913043478261
"Staeckerbot",6,8,7,2,7,8,8,2
"Stagophile",1.5,2.5,1.5,0.5,2.5,3.5,2.5,0
"Stahlkocher1",4.4,4.2,3.6,3,3.2,4.6,7.4,1
"Staka",1.25,1.125,1.5,1.625,1,2.125,1.75,1.125
"Stallions2010",0,0,1,1,0,1,1,3
"Stan Shebs",3.56410256410256,4.76923076923077,2.92307692307692,2.1025641025641,2.82051282051282,2.82051282051282,7.1025641025641,1.79487179487179
"Stan mact",5.5,5,3.5,1.5,3,6.5,11.5,3
"StanMan",2,3,0,2,3,3,5,0
"StanZegel",5.5,3.75,2.5,1,4,2.25,5.75,1.5
"Stangbat",4,7,3,2,3,5,5,2
"Stanistani",4,2.66666666666667,3.66666666666667,1,0.666666666666667,5.33333333333333,5.66666666666667,1.33333333333333
"Stanley011",3,3,4,3,4,5,5,1
"Stannered",7,6,2,3,3,5,15,2
"Stanzilla",8,10,8,4,5,10,13,3
"Staple",5,2.5,4,2.5,2.5,4.5,5.5,1.5
"Stapler80",5.5,5,1.5,1.5,3,4,7.5,3
"Star Garnet",1,7,4,2.5,3,3.5,5.5,1.5
"Star Mississippi",1.53333333333333,2.53333333333333,1.26666666666667,1.2,1.26666666666667,2.26666666666667,3,0.266666666666667
"Star trooper man",2,1,4,3,0,2,2,2
"StarChaser Tyger",1,0,1,2,0,1,2,1
"StarScream1007",1.33333333333333,2.33333333333333,0.666666666666667,0,1.66666666666667,2.66666666666667,2.33333333333333,0
"Starblind",3,4.875,2.5,0.875,4.125,2.625,5.5,0.875
"Starcheerspeaksnewslostwars",3.57894736842105,5.15789473684211,2.73684210526316,2.15789473684211,3.31578947368421,3.31578947368421,7.26315789473684,2.31578947368421
"Starczamora",0,3,1,0,1,3,1,0
"Stardust8212",17,16,14.5,11,6,22,25.5,10
"Stargat",4.66666666666667,10,4.66666666666667,2.66666666666667,8.66666666666667,8.33333333333333,9.66666666666667,3
"Starionwolf",3,0.5,1,0.5,0.5,4.5,3,1
"Starky32",17,16,16,16,11,8,26,8
"StarryEyes",15,4,3,5,1,6,12,3
"Starstriker7",4.375,4.625,3.25,1.875,3.875,4.125,6.625,1.25
"Starstriker7's Sidekick",4.5,1.5,2,2,1,2.5,4,1
"Startswithj",1.5,1.5,3,1,2.5,1.5,5.5,1
"StarvyMessi",0,0,0,0,2,2,0,1
"Starze",0,0,0,0,1,0,1,0
"Starzynka",1.5,3,2.5,2.5,2,3.5,3,0.5
"Static Universe",1,2,0.5,0.5,0.5,2.5,3,1.5
"StaticElectric",1,5,1,2,3,3,4,1
"StaticGull",1.8,2.4,3,2.2,2.6,3.8,2.8,0.4
"Staticd",0,0,0,0,0,1,1,0
"Station Agent 836",3,8.25,5.25,3,7.5,8.75,8.5,1.5
"Station1",4.93103448275862,5.72413793103448,3.86206896551724,3.03448275862069,4.58620689655172,3.72413793103448,7.27586206896552,2.13793103448276
"StationNT5Bmedia",13,8,6,2,5,5,15,2
"Statkit1",2,2,2,2,0,5,9,0
"Staug73",2,7,3,5,4,5,13,6
"Stavol2",1,5,3,1,3,10,5,3
"Stavros1",6.75,5.75,4.75,2,2.75,6.75,10.5,1.5
"Staxringold",2.92307692307692,2.84615384615385,1.69230769230769,1.73076923076923,2.11538461538462,3,4.65384615384615,1.88461538461538
"Stbalbach",5.75,5.25,3,4,5.5,1.25,8.25,2.5
"Stco23",1.75,3.25,2.25,0.75,2.5,6.5,6.25,1.25
"Ste4k",9.42857142857143,10.1428571428571,8.28571428571429,5.57142857142857,8,7.57142857142857,13.1428571428571,3.57142857142857
"Stealthman",7,11,10,11,5,21,20,3
"Steam5",9.57142857142857,6.14285714285714,6.14285714285714,5.42857142857143,2.28571428571429,7,12.7142857142857,1.28571428571429
"Steamroller Assault",2.5,2,2,2,1,3.5,6,2
"Steeden",2,0,0,0,0,0,2,1
"Steel359",0.923076923076923,1.23076923076923,1.07692307692308,0.846153846153846,1.92307692307692,2.53846153846154,3.23076923076923,0.692307692307692
"Steelbeard1",2.72340425531915,2.4468085106383,1.4468085106383,0.851063829787234,1.1063829787234,1.34042553191489,3.85106382978723,1.08510638297872
"Steelerfan-94",6,6,6,0,3,7,9,6
"SteelersFan UK06",1,3,1,0,2,3,3,0
"SteelersFan_UK06",1.5,1,1,1,1.5,0.5,1.5,0
"Steelpillow",4.25,5.25,2.75,3,3.75,3.5,5.75,1.5
"Stefan",6.2,12.4,9.26666666666667,6.73333333333333,7.2,12,13.9333333333333,4.13333333333333
"Stefan Knauf",0,1.5,0,0,1,1.5,0,0
"Stefan-Xp",0,0,0,0,0,0,0,0
"Stefan64",3,3,2,1,2,5,9,0
"StefanW-en",1,0,0,1,0,3,3,1
"Stefanbcn",0,0,0,0,0,0,0,0
"Stefanomione",4,3,2,2,1,3,4,1
"Steffen Kaufmann",5,3,4,4,2,4,9,3
"Steinbach",0.5,2,0.5,0.5,0.5,2,0.5,0.5
"Steinberger",4.75,6.5,3.75,2.25,3.75,2.25,6.75,2.25
"Steinninn",0,1.5,1,1.5,1.5,2,3.5,1
"Steinsky",2.22222222222222,2,1.77777777777778,0.777777777777778,1.44444444444444,3,5.11111111111111,2
"Stellarkid",1,1,0,1,1,2,2,0
"Stemonitis",6.42592592592593,8.57407407407407,4.61111111111111,3.90740740740741,5.31481481481481,4.92592592592593,10.537037037037,3.83333333333333
"StephP",0,3,1,1,1,4,7,0
"Stephan Matthiesen",4,6,10,10,3,8,14,6
"Stephan Schulz",3.1877667140825,3.60597439544808,2.8321479374111,1.950213371266,2.3172119487909,3.23470839260313,5.22332859174964,1.54907539118065
"StephanNaro",8,9,9,10,2,8,14,2
"StephanieM",3,3.5,2,1,1.5,2,4.5,1
"Stephen",2.83333333333333,3.16666666666667,1.66666666666667,1,1.5,2.83333333333333,3.5,0.833333333333333
"Stephen B Streater",2.4375,4.04166666666667,2.6875,2.04166666666667,2.33333333333333,3.10416666666667,4.97916666666667,1.72916666666667
"Stephen Bain",1.125,2,1.5,2.5,2.625,4.75,3.25,0.375
"Stephen Burnett",1,1,0,0.5,1,2.5,3,1
"Stephen Day",1.66666666666667,1.66666666666667,1,1.66666666666667,2.33333333333333,2.66666666666667,3.33333333333333,0.666666666666667
"Stephen G. Brown",3.1063829787234,3.80851063829787,2.31914893617021,1.57446808510638,2.63829787234043,3.12765957446809,4.19148936170213,1.40425531914894
"Stephen Hayes",0.25,1.5,0.25,0.75,0.5,1,0.5,0.25
"Stephen Hodge",4,7,2,3,2,4,8,3
"Stephen Turner",1,0,1,2,1,0,1,1
"Stephen2nd",11.5,7.5,6.75,3,3,4.5,17,2.75
"StephenBuxton",3.36363636363636,4.36363636363636,2.45454545454545,2.27272727272727,2.18181818181818,4.63636363636364,6.36363636363636,1.72727272727273
"Stephenb",2.2,3.4,2.13333333333333,1.53333333333333,2.06666666666667,3.13333333333333,5.46666666666667,1.2
"Stepheng3",2.15254237288136,2.15254237288136,1.8135593220339,0.966101694915254,1.8135593220339,2.93220338983051,3.66101694915254,0.932203389830508
"Stephenparsons",1,2,1,2,1,2,2,1
"Stephfo",6,6,6,5.5,3.5,9,17.5,4.5
"Stepho-wrs",5.20338983050847,4.6271186440678,3.64406779661017,2.5593220338983,3.06779661016949,4.05084745762712,8.06779661016949,2.74576271186441
"Stepp-Wulf",6,16,7.5,10,10,11,24,8
"Stepshep",1.57142857142857,2.42857142857143,1.57142857142857,0.571428571428571,1.28571428571429,2.85714285714286,3.85714285714286,0.571428571428571
"Steptrip",1.2,2.2,1,1.4,1.6,1.8,1.4,0
"Stereorock",3.5,6,3,3.5,5.5,8.5,6.5,1.5
"Sterry2607",5,11,7,6,14,8,14,6
"Stetsonharry",5.25,3.75,3.25,4,3,6,8,1.75
"Steuard",2.5,2,1.5,1.5,0.5,3,4,0.5
"Stevage",3.07142857142857,4.14285714285714,2.85714285714286,2.64285714285714,3.42857142857143,3.45238095238095,5.30952380952381,1.80952380952381
"Steve",10.125,11.125,8.875,6.125,7.875,15.5,16.375,5.5
"Steve Carlson",2.5,3,3.5,3,1.5,3.5,5,2
"Steve Crossin",1.5,1.75,0.5,1.25,0.5,2.5,1.75,1
"Steve Dufour",2.38947368421053,2.8,1.49473684210526,1.38947368421053,1.64210526315789,2.70526315789474,3.91578947368421,1.12631578947368
"Steve Eifert",5,5,2,3,4,7,10,1
"Steve Parish",7,11,6,7,4,11,18,2
"Steve Pastor",3.73333333333333,4.86666666666667,2.53333333333333,2.26666666666667,3.66666666666667,3.26666666666667,6.46666666666667,1.66666666666667
"Steve Public",1,5,2,2,0,1,2,1
"Steve Quinn",3.6,2.7,1.7,1.2,3.1,2.2,6.6,1.9
"Steve Smith",1.81818181818182,4.72727272727273,3.36363636363636,2.54545454545455,2.45454545454545,5.72727272727273,7.09090909090909,1.45454545454545
"Steve block",4.22772277227723,5.6039603960396,3.87128712871287,2.6039603960396,3.78217821782178,5.91089108910891,7.81188118811881,2.21782178217822
"Steve kap",0,0,0,0,1,0,0,0
"Steve3849",2,1.33333333333333,0.666666666666667,0,0.333333333333333,1.66666666666667,1.66666666666667,0
"Steve913",4.5,3.5,0.5,2,0.5,5,4.5,1
"Steve98052",1,0,2,2,0,4,4,1
"SteveBaker",7.14285714285714,9.14285714285714,7.42857142857143,4.85714285714286,7.71428571428571,6.85714285714286,11,2.71428571428571
"SteveBish",0,1,0,3,5,2,2,0
"SteveCrook",3,5,1,0,2,5,4,3
"SteveMcCluskey",3.06666666666667,2.8,1.93333333333333,0.666666666666667,1.73333333333333,2,5.46666666666667,1.2
"SteveMooreSmith3",4,7,5,3,5,5,8,3
"SteveO",3.44444444444444,3.44444444444444,1.5,1.94444444444444,1.88888888888889,3.22222222222222,5.61111111111111,0.888888888888889
"SteveStrummer",3.5,3.75,3.75,3,3,12.25,7,1.75
"Stevebritgimp",2,1,3,1,2,5,3,0
"Stevec375",1,4,3,1,0,8,4,0
"Steven (WMF)",2,1.33333333333333,1.33333333333333,0.333333333333333,1.66666666666667,1.66666666666667,3.66666666666667,0.333333333333333
"Steven J. Anderson",3.33333333333333,4.16666666666667,1.66666666666667,1.66666666666667,3.66666666666667,2.5,3.83333333333333,1.83333333333333
"Steven Russell",11,4,6,1,4,2,14,5
"Steven Walling",2.30555555555556,2.77777777777778,2.02777777777778,1.91666666666667,2.38888888888889,2.41666666666667,4.86111111111111,1.11111111111111
"Steven Zhang",3.58695652173913,4.42391304347826,3.10869565217391,2.20652173913043,3.22826086956522,3.54347826086957,5.98913043478261,1.69565217391304
"StevenBjerke",1,0,0,0,0,0,1,0
"StevenL",2,1,0,1,0.5,2,2.5,0
"Stevenagel1",2,4,5,0,3,0,4,1
"Stevenfruitsmaak",1.5,2,1.25,1.125,1.5625,2.8125,2.75,0.875
"Stevenj",3.42857142857143,4.35714285714286,2.78571428571429,2.21428571428571,2.5,2.14285714285714,6.64285714285714,1.21428571428571
"Stevenmitchell",6.25,8.05,5.05,3.2,5.5,6.65,10.05,2.15
"Stevenpublicist",0,3,0,0,2,0,1,0
"Steventity",2,1.5,1.5,0,0.5,3,3,1
"Steveo2",2.4,2.2,1,2,1.2,3.6,2.8,0.2
"SteveoJ",4,6,3,4,3,5,4,1
"Steveoc 86",7,4,1,3,4,6,6,1
"Steveozone",6.75,5.25,4.75,5,6.25,4.75,11.5,3
"Steveprutz",1.85714285714286,2,1,0.857142857142857,0.428571428571429,2,1.85714285714286,0.714285714285714
"Stevertigo",2.83333333333333,3.58333333333333,2.66666666666667,1.91666666666667,2.83333333333333,3.58333333333333,5,1.58333333333333
"Steveshelokhonov",3,4,1,2,0,2,5,1
"Steveweiser",1.25,1.75,0.5,0.375,1.375,0.875,1.375,0
"Stevewk",1,4,2,2,2,3,1,1
"Stevey7788",1.45454545454545,3.45454545454545,1.90909090909091,1.81818181818182,1.72727272727273,3.27272727272727,3.72727272727273,0.909090909090909
"Stevezimmy",9,19,23,15,13,22,22,9
"Stevo1000",7,9,4,2.83333333333333,4.5,5.66666666666667,10.3333333333333,5
"Stevouk",1,3,7,6,5,9,6,4
"Stew jones",2.07142857142857,2.92857142857143,2.42857142857143,1.85714285714286,2.35714285714286,2.57142857142857,3.42857142857143,1.21428571428571
"Stewartadcock",0,2,1,1,1,5,1,2
"StewieGriffin!",1.5,2.5,1.5,1.5,0.75,2,1,0.5
"Stextc",9,3,5,3,2,6,12,2
"Stfg",4.73913043478261,4.21739130434783,3.47826086956522,2.73913043478261,4.21739130434783,4.26086956521739,7.8695652173913,2.26086956521739
"Sthenel",7,6.5,3.5,4.5,6,12,8.5,0.5
"Stian",0,0,0,0,0,1,2,0
"Stick Fig",7,4,5,4,1,5,9,3
"Stickee",2.7,2.7,1.7,1.7,2.2,3,4.7,0.9
"Sticks66",3.71428571428571,3.14285714285714,3.71428571428571,1.85714285714286,2.42857142857143,3.57142857142857,6.57142857142857,1.42857142857143
"Sticky Parkin",3.38888888888889,6.61111111111111,4.44444444444444,2.72222222222222,4.22222222222222,5.55555555555556,6.27777777777778,2.33333333333333
"Stifle",2.39072847682119,3.25165562913907,1.90728476821192,1.09271523178808,1.94039735099338,2.16556291390728,4.34437086092715,1.07284768211921
"Stile4aly",2,0,1,0,0,2,1,0
"Stiles",5,8,2,1,7,11,13,1
"Stilldoggy",1,3,2,2,2,2,3,1
"Stillnotelf",6,5,2,1,2,4,3,2
"Stills64",1,1,1,0,3,2,4,3
"Stilltim",6,6.66666666666667,7.33333333333333,3.66666666666667,4.33333333333333,6.33333333333333,6.33333333333333,1.66666666666667
"Stillwaterising",3.11111111111111,2.33333333333333,2.66666666666667,2.11111111111111,2.22222222222222,2.55555555555556,4.33333333333333,2
"Sting au",1,0,0,0,0,0,1,0
"Sting_au",0,1,0,0,1,1,0,0
"Stirling_Newberry",1,1,1,0,0,2,0,0
"Stlemur",5,3,1,1,1,4,6,0
"Stmrlbs",5.5,4.875,5.125,2.25,4.125,2.875,10.5,3.25
"Stnye",0,0,0,0,0,0,0,0
"Stoater P",2.5,1.5,0.5,0.5,0.5,2,3,0.5
"Stochil",10,4,7,1,10,5,9,3
"Stolilv87",6,7.5,4.5,2,4,4.5,11.5,2.5
"Stollery",2.09090909090909,2.63636363636364,2.31818181818182,2.27272727272727,1.54545454545455,4.13636363636364,3.95454545454545,1.31818181818182
"Stolsvik",19,12,14,11,18,12,29,12
"Stone",5.11111111111111,3.18518518518519,2.44444444444444,1.51851851851852,2.03703703703704,2.07407407407407,5.7037037037037,2.03703703703704
"Stone put to sky",0.5,0,0.5,1,1,1.5,1,0.5
"StonedChipmunk",5,14,11,0,7,13,13,6
"Stonemason89",5.2,8.6,6.2,5.2,6.2,8.4,10.6,2.6
"StopWarCrimes",0,0,0,0,0,0,1,0
"Stoptheradio",12.5,9.25,11.25,7.5,10.75,11.25,18.5,5.75
"Stor stark7",1.75,2.75,2.5,2,1.75,2,2.25,1.5
"Storkk",3.1875,3.875,2.5625,2.1875,3.25,4.1875,4.8125,1.5625
"Storm Rider",5.23076923076923,8.42307692307692,4.61538461538461,3.34615384615385,5.19230769230769,8,10.6923076923077,2.84615384615385
"StormChaser666",5,16,9,8,13,12,13,3
"StormContent",1.625,2.375,1.375,2,1.75,2.375,3,0.875
"Stormbay",3.42105263157895,3.86842105263158,2.07894736842105,1.78947368421053,2.63157894736842,3.5,4.76315789473684,1.34210526315789
"Stormie",4,3.6,3.2,2.2,4.4,2.6,5.4,1.8
"Stormin' Foreman",1.5,6,1,1,2.5,4,4.5,0.5
